house_id,price
211198,20.0
241703,20.0
195602,20.0
105630,20.0
46593,20.0
5297,20.0
136296,20.0
232185,20.0
207620,20.0
247583,20.0
37747,20.0
63934,20.0
138041,20.0
172160,20.0
243646,20.0
197779,20.0
235913,20.0
142277,20.0
229954,20.0
209881,20.0
126096,20.0
19101,20.0
32196,20.0
255817,20.0
151143,20.0
117669,20.0
66916,20.0
176894,20.0
163637,20.0
42003,20.0
88525,20.0
171117,20.0
192723,20.0
17709,20.0
116578,20.0
24133,20.0
130415,20.0
43941,20.0
156514,20.0
256151,20.0
6708,20.0
200854,20.0
139619,20.0
178337,20.0
237930,20.0
130437,20.0
93257,20.0
197734,20.0
217521,20.0
26604,20.0
186223,20.0
196051,20.0
193894,20.0
268494,20.0
165482,20.0
143560,20.0
230098,20.0
102947,20.0
78821,20.0
117522,20.0
207789,20.0
190774,20.0
175168,20.0
246381,20.0
215162,20.0
48585,20.0
140309,20.0
136601,20.0
101548,20.0
131256,20.0
162782,20.0
133303,20.0
233329,20.0
149964,20.0
24515,20.0
268193,20.0
249925,20.0
261346,20.0
156846,20.0
89572,20.0
185855,20.0
102356,20.0
94169,20.0
70617,20.0
59174,20.0
39619,20.0
101867,20.0
78935,20.0
263652,20.0
51619,20.0
105861,20.0
87,20.0
132571,20.0
150808,20.0
22100,20.0
252413,20.0
188550,20.0
20737,20.0
223100,20.0
156690,20.0
261616,20.0
157166,20.0
14660,20.0
104683,20.0
242915,20.0
251599,20.0
243797,20.0
243438,20.0
84286,20.0
38098,20.0
11681,20.0
42328,20.0
188574,20.0
119763,20.0
210051,20.0
99019,20.0
65306,20.0
242600,20.0
268490,20.0
232277,20.0
102069,20.0
193431,20.0
119854,20.0
164163,20.0
230680,20.0
75020,20.0
194071,20.0
110272,20.0
246708,20.0
137617,20.0
148203,20.0
271139,20.0
259197,20.0
87281,20.0
68142,20.0
29603,20.0
36837,20.0
101166,20.0
215678,20.0
207412,20.0
35870,20.0
152251,20.0
27075,20.0
107865,20.0
228816,20.0
28724,20.0
99084,20.0
215506,20.0
212149,20.0
99376,20.0
119661,20.0
212617,20.0
227109,20.0
230011,20.0
178876,20.0
6188,20.0
52570,20.0
219603,20.0
60806,20.0
50635,20.0
211802,20.0
62135,20.0
163681,20.0
258248,20.0
252082,20.0
50330,20.0
76292,20.0
36939,20.0
13753,20.0
200355,20.0
144277,20.0
24799,20.0
218133,20.0
233922,20.0
106484,20.0
177358,20.0
240926,20.0
141816,20.0
88551,20.0
142922,20.0
14928,20.0
21733,20.0
170229,20.0
139468,20.0
268963,20.0
177012,20.0
170871,20.0
48835,20.0
264862,20.0
436,20.0
246657,20.0
214314,20.0
26332,20.0
56124,20.0
160098,20.0
249302,20.0
187851,20.0
271420,20.0
1027,20.0
148277,20.0
21348,20.0
176523,20.0
31554,20.0
151277,20.0
19801,20.0
85855,20.0
15229,20.0
234595,20.0
107027,20.0
168699,20.0
31833,20.0
200813,20.0
176346,20.0
234697,20.0
34199,20.0
64142,20.0
49673,20.0
136716,20.0
174599,20.0
234189,20.0
220749,20.0
48594,20.0
171709,20.0
109146,20.0
129956,20.0
156924,20.0
141974,20.0
82330,20.0
150328,20.0
190206,20.0
198818,20.0
269853,20.0
249994,20.0
2340,20.0
96372,20.0
223497,20.0
265006,20.0
67758,20.0
116651,20.0
245492,20.0
36461,20.0
4855,20.0
201719,20.0
143901,20.0
103538,20.0
101514,20.0
262457,20.0
7483,20.0
46946,20.0
111394,20.0
64672,20.0
213007,20.0
219736,20.0
54323,20.0
181611,20.0
242527,20.0
49461,20.0
96860,20.0
208377,20.0
58011,20.0
96144,20.0
25016,20.0
27294,20.0
21442,20.0
264374,20.0
24773,20.0
219071,20.0
264233,20.0
225998,20.0
38214,20.0
107933,20.0
159859,20.0
189212,20.0
118714,20.0
85598,20.0
61740,20.0
145462,20.0
44930,20.0
94256,20.0
62128,20.0
188314,20.0
177874,20.0
86702,20.0
1105,20.0
155465,20.0
49782,20.0
184625,20.0
200639,20.0
60761,20.0
244749,20.0
21676,20.0
121360,20.0
248171,20.0
232764,20.0
29690,20.0
151352,20.0
7696,20.0
147438,20.0
122493,20.0
103223,20.0
82456,20.0
132057,20.0
101979,20.0
163117,20.0
62050,20.0
2148,20.0
164683,20.0
46528,20.0
166534,20.0
154354,20.0
218430,20.0
37465,20.0
261089,20.0
109603,20.0
222868,20.0
74288,20.0
135185,20.0
30576,20.0
108796,20.0
239735,20.0
137476,20.0
27840,20.0
252322,20.0
81143,20.0
49569,20.0
88732,20.0
63873,20.0
203273,20.0
197308,20.0
22541,20.0
164866,20.0
43396,20.0
241526,20.0
81000,20.0
187181,20.0
217847,20.0
100379,20.0
124519,20.0
42807,20.0
268687,20.0
220067,20.0
164569,20.0
7730,20.0
116420,20.0
194176,20.0
11846,20.0
252698,20.0
92735,20.0
54248,20.0
16823,20.0
143950,20.0
25686,20.0
175742,20.0
116433,20.0
154978,20.0
246392,20.0
120572,20.0
74515,20.0
60971,20.0
166201,20.0
167876,20.0
259219,20.0
55906,20.0
246426,20.0
251197,20.0
204016,20.0
264718,20.0
210384,20.0
211921,20.0
49022,20.0
12902,20.0
100141,20.0
231984,20.0
123597,20.0
137238,20.0
229526,20.0
89259,20.0
177455,20.0
234391,20.0
54161,20.0
39949,20.0
235655,20.0
112629,20.0
56537,20.0
120428,20.0
39969,20.0
215418,20.0
96510,20.0
155094,20.0
36657,20.0
224214,20.0
147584,20.0
221465,20.0
20322,20.0
40181,20.0
222260,20.0
96652,20.0
156794,20.0
225054,20.0
91326,20.0
235031,20.0
215146,20.0
80579,20.0
43683,20.0
58779,20.0
132823,20.0
321,20.0
34628,20.0
36010,20.0
114062,20.0
126117,20.0
43676,20.0
79087,20.0
26106,20.0
17438,20.0
110388,20.0
85378,20.0
126704,20.0
270431,20.0
203422,20.0
154733,20.0
188806,20.0
196504,20.0
23639,20.0
235789,20.0
159489,20.0
126471,20.0
46816,20.0
176815,20.0
12865,20.0
208423,20.0
64670,20.0
172818,20.0
151374,20.0
264883,20.0
126287,20.0
33738,20.0
175279,20.0
38276,20.0
54008,20.0
270880,20.0
118971,20.0
225185,20.0
30706,20.0
54782,20.0
217103,20.0
139029,20.0
173306,20.0
52599,20.0
194849,20.0
159880,20.0
81160,20.0
259789,20.0
206652,20.0
217884,20.0
234988,20.0
64647,20.0
143872,20.0
76259,20.0
222245,20.0
31787,20.0
54912,20.0
118077,20.0
19393,20.0
271606,20.0
110036,20.0
260717,20.0
132303,20.0
261268,20.0
59144,20.0
222626,20.0
255031,20.0
183657,20.0
7104,20.0
84838,20.0
168789,20.0
189704,20.0
95604,20.0
228246,20.0
790,20.0
233993,20.0
127798,20.0
244713,20.0
209482,20.0
216904,20.0
258894,20.0
159507,20.0
242181,20.0
222900,20.0
118786,20.0
53408,20.0
193567,20.0
128559,20.0
257047,20.0
93956,20.0
21452,20.0
254888,20.0
109810,20.0
125131,20.0
171460,20.0
148556,20.0
16938,20.0
171148,20.0
29354,20.0
5506,20.0
128858,20.0
83772,20.0
266889,20.0
6305,20.0
30601,20.0
260249,20.0
17083,20.0
64452,20.0
100696,20.0
125586,20.0
265043,20.0
221104,20.0
242296,20.0
103033,20.0
245953,20.0
187456,20.0
60710,20.0
70355,20.0
67670,20.0
107379,20.0
182279,20.0
135400,20.0
158910,20.0
238184,20.0
11129,20.0
161043,20.0
165377,20.0
262117,20.0
57273,20.0
190558,20.0
153987,20.0
265595,20.0
68660,20.0
269647,20.0
145307,20.0
92171,20.0
111586,20.0
131270,20.0
37774,20.0
183397,20.0
208625,20.0
48557,20.0
24195,20.0
266213,20.0
98917,20.0
156990,20.0
44309,20.0
244241,20.0
221091,20.0
2891,20.0
29566,20.0
8114,20.0
174121,20.0
214870,20.0
219550,20.0
193832,20.0
41847,20.0
236270,20.0
139351,20.0
262725,20.0
97146,20.0
141914,20.0
259199,20.0
142404,20.0
50480,20.0
176678,20.0
177647,20.0
201473,20.0
177755,20.0
136889,20.0
218202,20.0
228173,20.0
73578,20.0
6290,20.0
225313,20.0
256500,20.0
128701,20.0
30003,20.0
145309,20.0
221380,20.0
37075,20.0
1558,20.0
53942,20.0
226501,20.0
175053,20.0
264881,20.0
29464,20.0
149802,20.0
66762,20.0
143101,20.0
124250,20.0
93825,20.0
12172,20.0
217545,20.0
176383,20.0
141052,20.0
135640,20.0
57882,20.0
218902,20.0
43999,20.0
772,20.0
72464,20.0
194545,20.0
85789,20.0
166442,20.0
2238,20.0
191070,20.0
97003,20.0
185743,20.0
10308,20.0
247384,20.0
90315,20.0
231645,20.0
244899,20.0
60682,20.0
73862,20.0
269803,20.0
136198,20.0
143006,20.0
174949,20.0
55853,20.0
70652,20.0
141802,20.0
22895,20.0
189186,20.0
15750,20.0
60440,20.0
39696,20.0
213954,20.0
164043,20.0
226076,20.0
83732,20.0
103834,20.0
78671,20.0
207282,20.0
30854,20.0
250888,20.0
239898,20.0
22042,20.0
157113,20.0
141084,20.0
169201,20.0
4795,20.0
75004,20.0
49244,20.0
177965,20.0
235194,20.0
242988,20.0
236140,20.0
39490,20.0
33536,20.0
30258,20.0
115895,20.0
178283,20.0
131800,20.0
20166,20.0
90773,20.0
208682,20.0
67062,20.0
22514,20.0
109174,20.0
173214,20.0
112124,20.0
160311,20.0
109477,20.0
229684,20.0
174657,20.0
189818,20.0
70438,20.0
34472,20.0
226639,20.0
27795,20.0
13833,20.0
126867,20.0
86325,20.0
192355,20.0
66882,20.0
250088,20.0
182416,20.0
189155,20.0
172881,20.0
248382,20.0
92012,20.0
248237,20.0
107358,20.0
229514,20.0
179342,20.0
265489,20.0
62210,20.0
174836,20.0
174832,20.0
190760,20.0
262076,20.0
83315,20.0
37469,20.0
244101,20.0
103741,20.0
165084,20.0
72171,20.0
161414,20.0
10655,20.0
112790,20.0
84094,20.0
52894,20.0
199238,20.0
78773,20.0
72193,20.0
71409,20.0
31508,20.0
157809,20.0
186639,20.0
270243,20.0
80434,20.0
174666,20.0
244449,20.0
250297,20.0
169868,20.0
12253,20.0
172188,20.0
161867,20.0
207056,20.0
57972,20.0
189398,20.0
102711,20.0
97577,20.0
230603,20.0
36952,20.0
151824,20.0
216178,20.0
183793,20.0
32313,20.0
213849,20.0
215320,20.0
78911,20.0
98673,20.0
100027,20.0
259387,20.0
79394,20.0
192235,20.0
78482,20.0
171068,20.0
21282,20.0
118896,20.0
229491,20.0
270074,20.0
161524,20.0
6393,20.0
124538,20.0
107827,20.0
60497,20.0
185831,20.0
41803,20.0
132801,20.0
85071,20.0
38814,20.0
204113,20.0
190332,20.0
10752,20.0
235375,20.0
153780,20.0
52645,20.0
160424,20.0
212195,20.0
30489,20.0
138283,20.0
244928,20.0
210862,20.0
244468,20.0
233549,20.0
212923,20.0
225891,20.0
144188,20.0
171348,20.0
160600,20.0
88162,20.0
100097,20.0
12774,20.0
228700,20.0
145615,20.0
175689,20.0
81916,20.0
164755,20.0
10431,20.0
100856,20.0
268134,20.0
230443,20.0
101397,20.0
141131,20.0
106249,20.0
144180,20.0
947,20.0
230716,20.0
99469,20.0
73225,20.0
7520,20.0
215128,20.0
14178,20.0
2376,20.0
245154,20.0
96489,20.0
80966,20.0
12079,20.0
21375,20.0
238626,20.0
150456,20.0
128697,20.0
27459,20.0
77681,20.0
213774,20.0
58042,20.0
175605,20.0
202063,20.0
116000,20.0
35963,20.0
42487,20.0
85592,20.0
86337,20.0
190662,20.0
116671,20.0
148743,20.0
202627,20.0
6965,20.0
22978,20.0
235376,20.0
154778,20.0
131224,20.0
151400,20.0
244098,20.0
48855,20.0
176788,20.0
203832,20.0
100264,20.0
57712,20.0
41760,20.0
227597,20.0
230471,20.0
68454,20.0
225680,20.0
30764,20.0
266962,20.0
263277,20.0
157052,20.0
30381,20.0
230712,20.0
115948,20.0
216662,20.0
6469,20.0
96821,20.0
192980,20.0
24547,20.0
123436,20.0
31724,20.0
158171,20.0
215289,20.0
93861,20.0
240405,20.0
56486,20.0
58807,20.0
133444,20.0
52076,20.0
257344,20.0
212182,20.0
235900,20.0
197672,20.0
111673,20.0
50805,20.0
125344,20.0
235322,20.0
76965,20.0
116696,20.0
138658,20.0
181435,20.0
117056,20.0
265694,20.0
215763,20.0
223095,20.0
198031,20.0
228136,20.0
161392,20.0
158552,20.0
78021,20.0
128269,20.0
144783,20.0
76953,20.0
254151,20.0
61228,20.0
166876,20.0
247056,20.0
18914,20.0
17082,20.0
12786,20.0
72654,20.0
98800,20.0
94221,20.0
148368,20.0
129292,20.0
75355,20.0
99264,20.0
147044,20.0
93460,20.0
122017,20.0
122322,20.0
269198,20.0
149890,20.0
167034,20.0
208954,20.0
65142,20.0
62834,20.0
30462,20.0
249102,20.0
146455,20.0
230265,20.0
239794,20.0
21229,20.0
168980,20.0
243535,20.0
253425,20.0
56265,20.0
74703,20.0
142937,20.0
222222,20.0
56185,20.0
34117,20.0
76921,20.0
237130,20.0
245977,20.0
132007,20.0
202544,20.0
263841,20.0
249584,20.0
131339,20.0
89740,20.0
76171,20.0
40009,20.0
78835,20.0
177685,20.0
186659,20.0
246282,20.0
16658,20.0
252808,20.0
174179,20.0
177477,20.0
46751,20.0
13662,20.0
160393,20.0
46291,20.0
230110,20.0
214420,20.0
262574,20.0
954,20.0
165460,20.0
236855,20.0
257356,20.0
140492,20.0
142112,20.0
227767,20.0
263555,20.0
131798,20.0
94718,20.0
226810,20.0
15564,20.0
64441,20.0
262606,20.0
146174,20.0
256218,20.0
93951,20.0
243536,20.0
106414,20.0
41507,20.0
174503,20.0
265632,20.0
164007,20.0
125159,20.0
147126,20.0
193548,20.0
146157,20.0
218843,20.0
106771,20.0
137734,20.0
24494,20.0
73233,20.0
95421,20.0
172918,20.0
118750,20.0
65863,20.0
78544,20.0
196490,20.0
219211,20.0
163199,20.0
200860,20.0
90376,20.0
149495,20.0
167106,20.0
238437,20.0
156695,20.0
256062,20.0
104035,20.0
141682,20.0
181758,20.0
175976,20.0
199655,20.0
65895,20.0
37015,20.0
94768,20.0
52512,20.0
69010,20.0
257217,20.0
248060,20.0
132261,20.0
21703,20.0
41799,20.0
60728,20.0
6832,20.0
231080,20.0
7255,20.0
99375,20.0
18967,20.0
143378,20.0
184083,20.0
137781,20.0
263205,20.0
183763,20.0
221866,20.0
100687,20.0
46872,20.0
266026,20.0
84818,20.0
232230,20.0
188364,20.0
157874,20.0
258846,20.0
203355,20.0
157563,20.0
137273,20.0
256753,20.0
169803,20.0
195220,20.0
14967,20.0
39259,20.0
199246,20.0
168930,20.0
266449,20.0
143229,20.0
169545,20.0
231575,20.0
5922,20.0
56854,20.0
145068,20.0
237242,20.0
19873,20.0
110438,20.0
109171,20.0
189511,20.0
210837,20.0
166953,20.0
235324,20.0
97401,20.0
189153,20.0
91749,20.0
166765,20.0
109135,20.0
146615,20.0
146179,20.0
230590,20.0
162830,20.0
65714,20.0
56324,20.0
112151,20.0
150458,20.0
149310,20.0
229906,20.0
76632,20.0
206075,20.0
35272,20.0
147202,20.0
12995,20.0
44225,20.0
66484,20.0
125374,20.0
115940,20.0
173349,20.0
172230,20.0
238303,20.0
133178,20.0
163882,20.0
262470,20.0
116098,20.0
235426,20.0
167058,20.0
141290,20.0
269863,20.0
77243,20.0
138889,20.0
242454,20.0
38161,20.0
255177,20.0
264592,20.0
53061,20.0
174482,20.0
178060,20.0
156341,20.0
168706,20.0
132821,20.0
133543,20.0
44990,20.0
195260,20.0
264226,20.0
158861,20.0
249916,20.0
53178,20.0
179156,20.0
139989,20.0
269375,20.0
195284,20.0
166660,20.0
9312,20.0
269108,20.0
46658,20.0
258784,20.0
150114,20.0
150951,20.0
158990,20.0
196432,20.0
172189,20.0
162114,20.0
216588,20.0
131369,20.0
63577,20.0
257554,20.0
218871,20.0
2367,20.0
17469,20.0
253305,20.0
63218,20.0
113170,20.0
243524,20.0
91448,20.0
84894,20.0
174006,20.0
69846,20.0
297,20.0
178187,20.0
97834,20.0
136606,20.0
168146,20.0
209953,20.0
58021,20.0
38704,20.0
258454,20.0
123921,20.0
107597,20.0
225110,20.0
265192,20.0
107872,20.0
204073,20.0
20218,20.0
246137,20.0
20488,20.0
135559,20.0
7916,20.0
51438,20.0
31486,20.0
70877,20.0
74790,20.0
96415,20.0
167742,20.0
136145,20.0
196524,20.0
186801,20.0
138922,20.0
37284,20.0
112593,20.0
195947,20.0
226704,20.0
261993,20.0
3537,20.0
156737,20.0
163757,20.0
115483,20.0
163763,20.0
206925,20.0
24571,20.0
157423,20.0
27002,20.0
40166,20.0
125090,20.0
124067,20.0
244404,20.0
217556,20.0
144123,20.0
3954,20.0
244540,20.0
146883,20.0
175845,20.0
183405,20.0
69886,20.0
4779,20.0
215040,20.0
221882,20.0
172069,20.0
106673,20.0
233170,20.0
251589,20.0
56616,20.0
268618,20.0
255423,20.0
212377,20.0
93331,20.0
138176,20.0
51898,20.0
236217,20.0
245469,20.0
92432,20.0
263950,20.0
178858,20.0
200019,20.0
139253,20.0
234613,20.0
162151,20.0
82709,20.0
106158,20.0
28624,20.0
118036,20.0
107432,20.0
24117,20.0
153468,20.0
251329,20.0
38511,20.0
112407,20.0
145278,20.0
265815,20.0
86778,20.0
153161,20.0
152304,20.0
267122,20.0
11124,20.0
181865,20.0
182812,20.0
137777,20.0
117869,20.0
10188,20.0
172233,20.0
9252,20.0
43306,20.0
178869,20.0
94727,20.0
151035,20.0
205277,20.0
235212,20.0
148144,20.0
76002,20.0
248528,20.0
90499,20.0
76276,20.0
148380,20.0
80873,20.0
134709,20.0
169510,20.0
241648,20.0
51608,20.0
89499,20.0
183559,20.0
16646,20.0
131619,20.0
103367,20.0
187537,20.0
47609,20.0
110500,20.0
86043,20.0
232585,20.0
134300,20.0
124066,20.0
146990,20.0
138381,20.0
198056,20.0
235923,20.0
176718,20.0
149437,20.0
228793,20.0
242455,20.0
214597,20.0
49133,20.0
39863,20.0
19102,20.0
158310,20.0
77002,20.0
151492,20.0
121210,20.0
234282,20.0
173932,20.0
209384,20.0
89980,20.0
142822,20.0
80768,20.0
189000,20.0
86784,20.0
129208,20.0
213451,20.0
214015,20.0
27748,20.0
146019,20.0
169035,20.0
89340,20.0
135781,20.0
216107,20.0
194103,20.0
245267,20.0
186920,20.0
192113,20.0
210869,20.0
51914,20.0
170026,20.0
105869,20.0
171846,20.0
92948,20.0
254635,20.0
63598,20.0
170044,20.0
244286,20.0
162265,20.0
240408,20.0
222307,20.0
112190,20.0
266113,20.0
140175,20.0
188430,20.0
29972,20.0
121205,20.0
209079,20.0
186909,20.0
237178,20.0
46530,20.0
27610,20.0
248866,20.0
239201,20.0
196409,20.0
220173,20.0
62838,20.0
112735,20.0
44607,20.0
199436,20.0
38120,20.0
265208,20.0
24549,20.0
27693,20.0
65160,20.0
191880,20.0
30490,20.0
94760,20.0
102134,20.0
179400,20.0
137258,20.0
62279,20.0
100987,20.0
144046,20.0
69623,20.0
37894,20.0
268538,20.0
83146,20.0
196638,20.0
76583,20.0
122703,20.0
105001,20.0
147684,20.0
85012,20.0
189811,20.0
49424,20.0
250325,20.0
153943,20.0
192311,20.0
116618,20.0
72791,20.0
147018,20.0
114213,20.0
122607,20.0
83439,20.0
167998,20.0
187828,20.0
9644,20.0
235192,20.0
99944,20.0
250727,20.0
17196,20.0
256115,20.0
20783,20.0
136733,20.0
124156,20.0
63962,20.0
82919,20.0
77542,20.0
268944,20.0
234806,20.0
155653,20.0
14461,20.0
60212,20.0
215054,20.0
213786,20.0
261036,20.0
167651,20.0
187201,20.0
212913,20.0
122791,20.0
51691,20.0
204556,20.0
107607,20.0
145617,20.0
28723,20.0
205926,20.0
111190,20.0
263545,20.0
229541,20.0
30402,20.0
82400,20.0
249683,20.0
2045,20.0
258420,20.0
94642,20.0
204152,20.0
264521,20.0
156712,20.0
206851,20.0
150380,20.0
11096,20.0
225173,20.0
29675,20.0
140227,20.0
15125,20.0
37898,20.0
134301,20.0
243147,20.0
118491,20.0
113724,20.0
52580,20.0
27079,20.0
86685,20.0
121735,20.0
68377,20.0
269663,20.0
247147,20.0
10416,20.0
69250,20.0
73692,20.0
141359,20.0
55080,20.0
186036,20.0
164948,20.0
62042,20.0
199153,20.0
219297,20.0
44625,20.0
94042,20.0
26186,20.0
34085,20.0
57819,20.0
3550,20.0
78841,20.0
215827,20.0
164067,20.0
99343,20.0
150127,20.0
268708,20.0
70414,20.0
144074,20.0
156427,20.0
109709,20.0
52276,20.0
75284,20.0
221366,20.0
251142,20.0
104075,20.0
223893,20.0
70715,20.0
245067,20.0
270838,20.0
240593,20.0
148947,20.0
67460,20.0
233785,20.0
183771,20.0
182752,20.0
196036,20.0
149322,20.0
231708,20.0
128011,20.0
264806,20.0
76741,20.0
249941,20.0
4981,20.0
207418,20.0
705,20.0
198070,20.0
247165,20.0
